order_id,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,weather,traffic_density
0x98aa ,0.0,0.0,0.02,0.02,conditions Stormy,Low 
0x273a ,0.0,0.0,0.04,0.04,conditions Fog,Medium 
0xa258 ,12.972793,80.249982,13.062793,80.339982,conditions Cloudy,Jam 
0x8b53 ,21.157735,72.768778,21.197735,72.808778,conditions Sunny,High 
0xbbde ,21.186438,72.794115,21.226438,72.834115,conditions Fog,Medium 
0x5ded ,0.0,0.0,0.08,0.08,conditions Sandstorms,Low 
0x1a70 ,0.0,0.0,0.02,0.02,conditions Fog,Low 
0xa9f ,12.935662,77.61413,12.975662,77.65413,conditions NaN,NaN 
0x4b7f ,17.431477,78.40035,17.491477,78.46035,conditions Fog,Low 
0xc606 ,0.0,0.0,0.05,0.05,conditions Fog,Jam 
0xb962 ,13.064181,80.236442,13.154181,80.326442,conditions Sandstorms,Jam 
0x633c ,12.933298,77.614293,13.023298,77.704293,conditions Fog,Jam 
0x2dc6 ,22.311358,73.164798,22.351358,73.204798,conditions Windy,High 
0x903a ,12.934365,77.616155,13.044365,77.726155,conditions Cloudy,Jam 
0xc444 ,0.0,0.0,0.11,0.11,conditions Windy,Low 
0x1fb7 ,13.086438,80.220672,13.196438,80.330672,conditions Cloudy,Medium 
0x34d7 ,19.254567,72.848923,19.364567,72.958923,conditions Stormy,Medium 
0x156b ,26.913483,75.803139,26.933483,75.823139,conditions Stormy,High 
0x56ad ,17.411028,78.329645,17.471028,78.389645,conditions Stormy,Jam 
0x837c ,18.516216,73.842527,18.566216,73.892527,conditions Stormy,Jam 
0xcbc4 ,15.5696,73.742294,15.6096,73.782294,conditions Windy,High 
0xc19e ,19.876428,75.364792,19.956428,75.444792,conditions Fog,Low 
0x1d60 ,12.939496,77.625999,12.949496,77.635999,conditions Fog,Low 
0x95fb ,17.433809,78.386744,17.543809,78.496744,conditions Stormy,Jam 
0x8195 ,23.374878,85.335739,23.384878,85.345739,conditions Stormy,Low 
0xc042 ,-27.163303,78.057044,27.233303,78.127044,conditions Sandstorms,Low 
0x6d19 ,22.74806,75.8934,22.76806,75.9134,conditions Cloudy,Low 
0x35e6 ,26.891191,75.802083,26.981191,75.892083,conditions Sunny,Medium 
0xb437 ,21.160437,72.774209,21.270437,72.884209,conditions Stormy,Jam 
0x97e3 ,12.316967,76.603067,12.366967,76.653067,conditions Sunny,Low 
0xa3e0 ,18.927584,72.832585,19.017584,72.922585,conditions Sandstorms,Low 
0x4161 ,11.022298,76.998349,11.072298,77.048349,conditions Fog,Low 
0x1236 ,12.325461,76.632278,12.365461,76.672278,conditions Cloudy,High 
0x2558 ,18.530963,73.828972,18.640963,73.938972,conditions Windy,Low 
0x3185 ,17.458998,78.500366,17.488998,78.530366,conditions Cloudy,Low 
0x3c57 ,19.1813,72.836191,19.3113,72.966191,conditions Windy,Low 
0x4863 ,11.022477,76.995667,11.032477,77.005667,conditions Stormy,Low 
0x6757 ,22.727021,75.884167,22.747021,75.904167,conditions Sandstorms,Low 
0x22ad ,12.979166,77.640709,13.069166,77.730709,conditions Sandstorms,Jam 
0x9f99 ,18.994237,72.825553,19.104237,72.935553,conditions Cloudy,Low 
0x6781 ,12.284747,76.625861,12.414747,76.755861,conditions Fog,Jam 
0x1b8d ,21.175975,72.795503,21.195975,72.815503,conditions Sandstorms,Low 
0x1aea ,11.000762,76.981876,11.130762,77.111876,conditions Cloudy,Jam 
0x1e42 ,21.173343,72.792731,21.283343,72.902731,conditions Sunny,Low 
0xddc8 ,26.479108,80.315042,26.499108,80.335042,conditions Cloudy,Low 
0x24ac ,21.175104,72.804342,21.255104,72.884342,conditions Sunny,Low 
0x3f01 ,19.176269,72.836721,19.286269,72.946721,conditions Windy,Jam 
0x628c ,12.975377,77.696664,13.025377,77.746664,conditions Sandstorms,Low 
0x6c38 ,23.359194,85.325447,23.419194,85.385447,conditions Sunny,Low 
0x4beb ,12.297954,76.665169,12.307954,76.675169,conditions Cloudy,Low 
0x8339 ,23.359407,85.325055,23.439407,85.405055,conditions Cloudy,Medium 
0x3ec5 ,23.416792,85.316842,23.506792,85.406842,conditions Sandstorms,Low 
0xadb4 ,26.892312,75.806896,26.922313,75.836896,conditions Cloudy,Jam 
0x6e2 ,22.31279,73.170283,22.42279,73.280283,conditions NaN,NaN 
0x2bc0 ,22.761593,75.886362,22.871593,75.996362,conditions Fog,Medium 
0x99e7 ,11.026117,76.944652,11.066117,76.984652,conditions Sunny,High 
0x39ef ,13.064181,80.236442,13.104181,80.276442,conditions Sandstorms,Medium 
0xe264 ,26.483042,80.317833,26.533042,80.367833,conditions Sandstorms,Low 
0xbd03 ,11.000762,76.981876,11.130762,77.111876,conditions Windy,Low 
0x9a29 ,23.359033,85.325347,23.469033,85.435347,conditions Fog,Jam 
0xd0e5 ,22.569358,88.433452,22.599358,88.463452,conditions Sunny,Low 
0xa480 ,12.914264,77.6784,12.994264,77.7584,conditions Sunny,Low 
0xb46c ,19.121999,72.908493,19.161999,72.948493,conditions Sunny,High 
0x7150 ,21.157729,72.768726,21.167729,72.778726,conditions Fog,Low 
0x1e58 ,22.311603,73.165012,22.371603,73.225012,conditions Cloudy,Jam 
0x4460 ,18.536562,73.896485,18.556562,73.916485,conditions Fog,Low 
0x977d ,22.745536,75.893106,22.765536,75.913106,conditions Cloudy,Low 
0x1602 ,12.933298,77.614293,13.023298,77.704293,conditions Windy,Medium 
0x894e ,12.939496,77.625999,12.989496,77.675999,conditions Fog,Low 
0x5a01 ,0.0,0.0,0.04,0.04,conditions Fog,Medium 
0x655 ,17.426228,78.407495,17.436228,78.417495,conditions Sandstorms,Low 
0x20f6 ,12.934365,77.616155,13.024365,77.706155,conditions Fog,Jam 
0x3db1 ,11.003669,76.976494,11.063669,77.036494,conditions Windy,Low 
0x1ec7 ,18.543626,73.905101,18.573626,73.935101,conditions Stormy,Low 
0x8ed2 ,22.311358,73.164798,22.381358,73.234798,conditions Fog,Jam 
0x64cc ,12.986047,80.218114,13.096047,80.328114,conditions Sandstorms,Jam 
0x2ed0 ,17.41233,78.449654,17.47233,78.509654,conditions Stormy,Jam 
0x4008 ,21.17106,72.789292,21.25106,72.869292,conditions Sunny,Jam 
0x7553 ,21.186884,72.793616,21.226884,72.833616,conditions Sandstorms,High 
0x35d8 ,11.026117,76.944652,11.056117,76.974652,conditions Fog,Medium 
0x9832 ,0.0,0.0,0.04,0.04,conditions Cloudy,High 
0x4c88 ,19.065838,72.832658,19.135838,72.902658,conditions Cloudy,Low 
0x9693 ,0.0,0.0,0.04,0.04,conditions Windy,High 
0x81a5 ,12.98041,77.640489,13.04041,77.700489,conditions Sandstorms,Low 
0xae56 ,11.022477,76.995667,11.132477,77.105667,conditions Stormy,Medium 
0x8d18 ,0.0,0.0,0.02,0.02,conditions Windy,Low 
0x9cba ,0.0,0.0,0.01,0.01,conditions Windy,Low 
0x9b79 ,12.310972,76.659264,12.350972,76.699264,conditions Cloudy,High 
0x596a ,11.025083,77.015393,11.105083,77.095393,conditions Sandstorms,Medium 
0x78aa ,12.316967,76.603067,12.446967,76.733067,conditions Cloudy,Jam 
0xd7ec ,22.538731,88.364878,22.598731,88.424878,conditions Sandstorms,Low 
0x55b1 ,11.001753,76.986241,11.111753,77.096241,conditions Fog,Medium 
0x87e4 ,22.310237,73.158921,22.400237,73.248921,conditions Sunny,Jam 
0x82c3 ,23.359033,85.325347,23.439033,85.405347,conditions Windy,Low 
0x5397 ,18.593481,73.785901,18.663481,73.855901,conditions Windy,Medium 
0x876b ,21.186438,72.794115,21.236438,72.844115,conditions Fog,Jam 
0x3a5a ,22.725748,75.898497,22.775748,75.948497,conditions Stormy,Medium 
0x51e4 ,0.0,0.0,0.07,0.07,conditions Fog,Low 
0x5631 ,17.450851,78.379347,17.540851,78.469347,conditions Fog,Medium 
0x1dac ,13.081878,80.248519,13.171878,80.338519,conditions Stormy,Low 
0xde01 ,10.035573,76.336958,10.105573,76.406958,conditions Windy,Medium 
0x8771 ,22.308096,73.167753,22.388096,73.247753,conditions Windy,Jam 
0x3645 ,12.975996,80.221898,12.985996,80.231898,conditions Windy,Low 
0x1ff1 ,12.3085,76.665808,12.3385,76.695808,conditions Windy,Low 
0x4a3c ,19.178321,72.834715,19.188321,72.844715,conditions Windy,High 
0x6e0d ,0.0,0.0,0.06,0.06,conditions Stormy,Low 
0x6cc6 ,26.910262,75.783013,26.990262,75.863013,conditions Sunny,Jam 
0xc141 ,25.443994,81.860187,25.513994,81.930187,conditions Fog,Medium 
0x690f ,23.359194,85.325447,23.449194,85.415447,conditions Cloudy,Medium 
0xb4ba ,17.458998,78.500366,17.508998,78.550366,conditions Sandstorms,Low 
0x63a9 ,18.530963,73.828972,18.590963,73.888972,conditions Fog,Medium 
0x88dd ,12.321214,76.621094,12.361214,76.661094,conditions Windy,High 
0x1b58 ,26.913483,75.803139,26.983483,75.873139,conditions Sandstorms,Medium 
0x87a8 ,12.3085,76.665808,12.3685,76.725808,conditions Windy,Medium 
0x3f8d ,19.055831,72.833984,19.115831,72.893984,conditions Cloudy,Jam 
0x290c ,12.337928,76.617889,12.407928,76.687889,conditions Fog,Jam 
0x7ece ,23.351489,85.324253,23.421489,85.394253,conditions Fog,Jam 
0x1365 ,22.728163,75.884212,22.808163,75.964212,conditions Stormy,Jam 
0x33a4 ,13.026286,80.275235,13.056286,80.305235,conditions Fog,Jam 
0x8f3c ,26.766536,75.837333,26.786536,75.857333,conditions Sandstorms,Low 
0x2fe1 ,21.149834,72.778666,21.179834,72.808666,conditions Stormy,Jam 
0x4b5b ,12.3085,76.665808,12.3985,76.755808,conditions Sandstorms,Jam 
0x7405 ,21.149669,72.772629,21.219669,72.842629,conditions Windy,Low 
0x6245 ,17.411028,78.329645,17.451028,78.369645,conditions Cloudy,High 
0xd02b ,26.482581,80.315628,26.572581,80.405628,conditions Fog,Jam 
0x1f0e ,12.284747,76.625861,12.344747,76.685861,conditions Sunny,Medium 
0x7085 ,26.911378,75.789034,26.921378,75.799034,conditions Sunny,Low 
0x57fa ,13.02978,80.208812,13.10978,80.288812,conditions Sunny,Jam 
0x57fc ,12.323194,76.630583,12.363194,76.670583,conditions Fog,High 
0x7a1f ,18.563934,73.915367,18.653934,74.005367,conditions Fog,Jam 
0xceac ,22.569367,88.433187,22.629367,88.493187,conditions Sunny,Jam 
0xa0a5 ,12.949934,77.699386,13.009934,77.759386,conditions Sandstorms,Jam 
0x892d ,21.175975,72.795503,21.255975,72.875503,conditions Sandstorms,Low 
0x6118 ,22.725835,75.887648,22.835835,75.997648,conditions Stormy,Medium 
0x46fd ,18.536562,73.896485,18.596562,73.956485,conditions Cloudy,Jam 
0x5134 ,23.416792,85.316842,23.436792,85.336842,conditions Sandstorms,Low 
0xd418 ,30.89286,75.822199,30.92286,75.852199,conditions Windy,Medium 
0x256c ,12.310972,76.659264,12.330972,76.679264,conditions Stormy,Low 
0x6055 ,26.913987,75.752891,26.993987,75.832891,conditions Fog,Medium 
0x7bfb ,11.001753,76.986241,11.021753,77.006241,conditions Fog,Low 
0x7220 ,22.310237,73.158921,22.390237,73.238921,conditions Stormy,Jam 
0x1568 ,12.933284,77.615428,13.003284,77.685428,conditions Fog,Medium 
0x41ea ,12.297954,76.665169,12.337954,76.705169,conditions Fog,Medium 
0x1c60 ,12.352058,76.60665,12.362058,76.61665,conditions Windy,Low 
0x7944 ,13.086438,80.220672,13.146439,80.280672,conditions Windy,Medium 
0x77ee ,17.429585,78.392621,17.469585,78.432621,conditions Windy,Medium 
0x2192 ,12.978453,77.643685,13.048453,77.713685,conditions Sandstorms,Medium 
0x48c7 ,13.044694,80.26147,13.084694,80.30147,conditions Fog,Medium 
0x78bf ,12.98041,77.640489,13.11041,77.770489,conditions Sunny,Medium 
0x7a5a ,0.0,0.0,0.06,0.06,conditions Fog,Jam 
0x4321 ,26.846156,75.8023,26.926156,75.8823,conditions Windy,Medium 
0xe00d ,25.449659,81.839744,25.479659,81.869744,conditions Stormy,Jam 
0x1e86 ,26.911927,75.797282,27.051927,75.937282,conditions Stormy,Low 
0xcff0 ,10.020683,76.310631,10.030683,76.320631,conditions Stormy,Low 
0x1e2d ,12.935662,77.61413,12.975662,77.65413,conditions Windy,Medium 
0xd072 ,15.585658,73.743606,15.625658,73.783606,conditions Sunny,High 
0x9a57 ,0.0,0.0,0.13,0.13,conditions Fog,Jam 
0x427b ,17.429585,78.392621,17.519585,78.482621,conditions Cloudy,Medium 
0x52e2 ,26.766536,75.837333,26.896536,75.967333,conditions Sandstorms,Medium 
0x9395 ,26.846156,75.8023,26.986156,75.9423,conditions Fog,Low 
0xb5d2 ,26.913987,75.752891,27.053987,75.892891,conditions Cloudy,Jam 
0x6c4d ,22.310526,73.170937,22.420526,73.280937,conditions Sunny,Low 
0xd1c8 ,0.0,0.0,0.03,0.03,conditions Stormy,Medium 
0x98ca ,12.972532,77.608179,13.022532,77.658179,conditions Fog,Medium 
0x1b5b ,0.0,0.0,0.07,0.07,conditions Sandstorms,Jam 
0x644b ,19.103249,72.846749,19.193249,72.936749,conditions Windy,Jam 
0x7a2d ,17.426228,78.407495,17.506228,78.487495,conditions Windy,Low 
0xe13f ,26.471617,80.313564,26.491617,80.333564,conditions Fog,Low 
0xc278 ,19.866969,75.318894,19.976969,75.428894,conditions Sandstorms,Low 
0x5912 ,18.593481,73.785901,18.603481,73.795901,conditions Sunny,Low 
0xab33 ,12.906229,77.596791,12.986229,77.676791,conditions Fog,Low 
0xdd96 ,26.482581,80.315628,26.552581,80.385628,conditions Sunny,Jam 
0x7646 ,12.933298,77.614293,13.013298,77.694293,conditions Cloudy,Jam 
0x5ef5 ,22.751857,75.866699,22.881857,75.996699,conditions Windy,Low 
0x7ef7 ,11.010375,76.95295,11.090375,77.03295,conditions Sunny,Jam 
0x1136 ,17.483216,78.552111,17.523216,78.592111,conditions Stormy,High 
0xd032 ,27.160934,78.044095,27.220934,78.104095,conditions Sunny,Medium 
0x199d ,11.006686,76.951736,11.056686,77.001736,conditions Sandstorms,Low 
0x871c ,0.0,0.0,0.08,0.08,conditions Windy,Low 
0xcf18 ,25.457687,81.835585,25.497687,81.875585,conditions Cloudy,Medium 
0x1dad ,19.12663,72.829976,19.13663,72.839976,conditions Sunny,High 
0xc918 ,19.875016,75.322405,19.965016,75.412405,conditions Windy,Low 
0x33c1 ,19.178321,72.834715,19.248321,72.904715,conditions Sandstorms,Low 
0x1b50 ,18.536718,73.830327,18.646718,73.940327,conditions NaN,NaN 
0x27fe ,13.026279,80.174568,13.046279,80.194568,conditions Stormy,Low 
0x1536 ,17.455894,78.375467,17.485894,78.405467,conditions Stormy,Low 
0xa152 ,21.149834,72.778666,21.209834,72.838666,conditions Windy,Medium 
0x9c9a ,11.022477,76.995667,11.092477,77.065667,conditions Windy,Jam 
0x3052 ,22.310237,73.158921,22.370237,73.218921,conditions Sandstorms,Medium 
0x1045 ,11.010375,76.95295,11.050375,76.99295,conditions Fog,Medium 
0x2391 ,22.745049,75.892471,22.835049,75.982471,conditions Stormy,Low 
0x7ddd ,22.74806,75.8934,22.83806,75.9834,conditions Windy,Jam 
0x279f ,19.178321,72.834715,19.268321,72.924715,conditions Stormy,Jam 
0xe76 ,13.054347,80.257221,13.104347,80.307221,conditions Cloudy,Medium 
0xaefa ,12.979096,77.640625,13.009096,77.670625,conditions Sunny,Medium 
0xdad6 ,27.163303,78.057044,27.293303,78.187044,conditions Fog,Low 
0xc237 ,26.482419,80.320939,26.502419,80.340939,conditions Cloudy,High 
0x4efc ,22.310237,73.158921,22.350237,73.198921,conditions Sunny,High 
0x6e33 ,22.307898,73.167788,22.367898,73.227788,conditions Stormy,Medium 
0xd92f ,27.160832,78.011608,27.230832,78.081608,conditions Cloudy,Jam 
0xd902 ,10.027014,76.308053,10.137014,76.418053,conditions Sandstorms,Jam 
0xd91a ,30.890184,75.829615,31.000184,75.939615,conditions Sunny,Jam 
0x4f0c ,11.003681,76.975525,11.133681,77.105525,conditions Fog,Low 
0x8456 ,12.986047,80.218114,13.096047,80.328114,conditions Stormy,Jam 
0x3329 ,11.006686,76.951736,11.056686,77.001736,conditions Fog,Medium 
0x1aa8 ,21.15276,72.778059,21.28276,72.908059,conditions Windy,Jam 
0x144d ,22.753839,75.897429,22.773839,75.917429,conditions Stormy,Low 
0xd27b ,19.876106,75.340775,20.006106,75.470775,conditions Sandstorms,Low 
0xadd6 ,13.005801,80.250744,13.115801,80.360744,conditions Sandstorms,Jam 
0x7c60 ,12.933298,77.614293,12.943298,77.624293,conditions Stormy,High 
0x4fb8 ,0.0,0.0,0.07,0.07,conditions Fog,Medium 
0x1406 ,0.0,0.0,0.06,0.06,conditions Cloudy,Jam 
0xc63e ,30.328174,78.049117,30.398174,78.119117,conditions Cloudy,Medium 
0x7b03 ,12.978453,77.643685,13.048453,77.713685,conditions Windy,Jam 
0x4314 ,13.058616,80.264151,13.138616,80.344151,conditions Fog,Jam 
0x9e5a ,26.911927,75.797282,26.971927,75.857282,conditions Fog,Low 
0xc044 ,-27.165108,78.015053,27.225108,78.075053,conditions Sandstorms,Jam 
0xd7d3 ,0.0,0.0,0.13,0.13,conditions Cloudy,Jam 
0x70b1 ,22.307898,73.167788,22.417898,73.277788,conditions Stormy,Jam 
0x59e5 ,21.170096,72.789122,21.220096,72.839122,conditions Fog,Low 
0xdeac ,30.905562,75.832841,30.995562,75.922841,conditions Cloudy,Medium 
0xa053 ,26.849596,75.800512,26.989596,75.940512,conditions Sandstorms,Jam 
0x4db ,-18.55144,-73.804855,18.61144,73.864855,conditions Stormy,Jam 
0x7031 ,11.003681,76.975525,11.043681,77.015525,conditions Cloudy,High 
0xd3bc ,27.163303,78.057044,27.243303,78.137044,conditions Sandstorms,Jam 
0x8de9 ,21.157729,72.768726,21.247729,72.858726,conditions Fog,Low 
0x7c84 ,26.902328,75.794257,26.932328,75.824257,conditions Fog,Medium 
0x96d2 ,26.90519,75.810753,26.99519,75.900753,conditions Sandstorms,Jam 
0x77b5 ,17.428294,78.404423,17.448294,78.424423,conditions Fog,Low 
0x75dc ,12.316967,76.603067,12.446967,76.733067,conditions Stormy,Medium 
0xbe78 ,12.975377,77.696664,13.055377,77.776664,conditions Windy,Low 
0x35a2 ,13.026286,80.275235,13.046286,80.295235,conditions Sandstorms,High 
0x416f ,12.323978,76.627961,12.453978,76.757961,conditions Sandstorms,Jam 
0xa4f5 ,11.025083,77.015393,11.055083,77.045393,conditions Cloudy,Medium 
0xa4eb ,12.933284,77.615428,12.953284,77.635428,conditions Sunny,Low 
0xd4da ,26.492106,80.327797,26.562106,80.397797,conditions Windy,Jam 
0xb59b ,19.003517,72.82765,19.073517,72.89765,conditions Sunny,Medium 
0x4f73 ,10.994136,76.963303,11.024136,76.993303,conditions Stormy,Medium 
0x6a7 ,23.353783,85.326967,23.463783,85.436967,conditions Fog,Jam 
0xadae ,17.440827,78.393391,17.510827,78.463391,conditions Sunny,Medium 
0xb785 ,19.12663,72.829976,19.20663,72.909976,conditions Windy,Jam 
0x8366 ,12.297954,76.665169,12.327954,76.695169,conditions Windy,Low 
0xbff2 ,0.0,0.0,0.03,0.03,conditions Sunny,Jam 
0x8f58 ,22.308096,73.167753,22.318096,73.177753,conditions Cloudy,Low 
0x247c ,12.323194,76.630583,12.343194,76.650583,conditions Fog,High 
0x43b9 ,17.450851,78.379347,17.510851,78.439347,conditions Sandstorms,Medium 
0x9e8a ,18.543626,73.905101,18.623626,73.985101,conditions Sandstorms,Medium 
0x47af ,0.0,0.0,0.03,0.03,conditions Fog,Medium 
0x1b40 ,12.304569,76.643622,12.364569,76.703622,conditions Windy,Low 
0xb4fb ,12.299524,76.64262,12.369524,76.71262,conditions Windy,Medium 
0xb50 ,26.849596,75.800512,26.869596,75.820512,conditions Stormy,High 
0x3376 ,19.003517,72.82765,19.013517,72.83765,conditions Cloudy,Low 
0xbecb ,21.160522,72.771477,21.210522,72.821477,conditions Windy,Low 
0x4357 ,22.728163,75.884212,22.858163,76.014212,conditions Fog,Medium 
0x1486 ,22.31279,73.170283,22.38279,73.240283,conditions Fog,Medium 
0x5b70 ,12.98041,77.640489,13.06041,77.720489,conditions Windy,Medium 
0x490e ,0.0,0.0,0.02,0.02,conditions Sandstorms,High 
0x3e21 ,19.131141,72.813074,19.16114,72.843074,conditions Sunny,Medium 
0x26d4 ,17.433809,78.386744,17.523809,78.476744,conditions Sandstorms,Low 
0xb20f ,17.428294,78.404423,17.558294,78.534423,conditions Stormy,Jam 
0x7ada ,26.766536,75.837333,26.896536,75.967333,conditions Windy,Jam 
0xc4b3 ,19.879631,75.323403,19.899631,75.343403,conditions Fog,High 
0x2a01 ,13.026286,80.275235,13.046286,80.295235,conditions Cloudy,Low 
0x6357 ,19.091458,72.827808,19.151458,72.887808,conditions Sandstorms,Jam 
0x73c ,0.0,0.0,0.03,0.03,conditions Fog,Low 
0x9c2a ,26.849596,75.800512,26.859596,75.810512,conditions Fog,Low 
0x31bd ,12.934179,77.615797,12.954179,77.635797,conditions Sunny,Low 
0x970a ,18.520016,73.830547,18.570016,73.880547,conditions Fog,Jam 
0x2675 ,12.986047,80.218114,13.096047,80.328114,conditions Cloudy,Jam 
0xa200 ,21.170798,72.790489,21.280798,72.900489,conditions Windy,Low 
0x9bf9 ,18.563934,73.915367,18.603935,73.955367,conditions Sandstorms,Medium 
0x555d ,22.760072,75.892574,22.850072,75.982574,conditions Windy,Jam 
0x5bd9 ,19.12663,72.829976,19.16663,72.869976,conditions Windy,Medium 
0xb2e9 ,22.761226,75.887522,22.821226,75.947522,conditions Windy,Medium 
0x8633 ,19.178321,72.834715,19.198321,72.854715,conditions Stormy,High 
0x4c34 ,21.149834,72.778666,21.199834,72.828666,conditions Sandstorms,Jam 
0xa998 ,26.88842,75.800689,26.89842,75.810689,conditions Sandstorms,Low 
0x5efd ,12.297954,76.665169,12.307954,76.675169,conditions Cloudy,Low 
0x8d83 ,17.458998,78.500366,17.518998,78.560366,conditions Cloudy,Medium 
0x8a06 ,23.354422,85.3329,23.484422,85.4629,conditions Windy,Low 
0x5a2d ,13.044694,80.26147,13.084694,80.30147,conditions Windy,High 
0x4c1 ,12.935662,77.61413,13.065662,77.74413,conditions NaN,NaN 
0x83ea ,23.416792,85.316842,23.456792,85.356842,conditions Cloudy,High 
